Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address
e8d78042-1d3a-4790-b0c8-23c32ad5a4bc,"2023-03-16, 01:33:34 PM",voclabs/user2333326=2a2c617a-80fe-11ed-85a1-0b0550310192,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/job-function/Billing""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""Reviewers""}]",,us-east-1,,157.37.240.177
19802c95-ccdc-4515-bf17-90a75c903ecc,"2023-03-16, 01:33:06 PM",voclabs/user2333326=2a2c617a-80fe-11ed-85a1-0b0550310192,CreateGroup,IAM Group,"[{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""AGPAQV43JUPCM2MJ4F5KB""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""arn:aws:iam::047033459652:group/CloudTrailAdmins""}]",,us-east-1,,157.37.240.177
3411a9f3-644b-4dd1-8306-fa71b3435a9d,"2023-03-16, 01:32:06 PM",voclabs/user2333326=2a2c617a-80fe-11ed-85a1-0b0550310192,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailReadOnlyAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",,us-east-1,,157.37.240.177
8ee9b541-045b-41d5-abb1-39589fb4c464,"2023-03-16, 01:31:06 PM",voclabs/user2333326=2a2c617a-80fe-11ed-85a1-0b0550310192,AttachGroupPolicy,IAM Policy and 1 more,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AWSCloudTrailFullAccess""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""CloudTrailAdmins""}]",,us-east-1,,157.37.240.177
f866e4d7-7f3a-4cae-a79d-eda1d090bc62,"2023-03-16, 01:30:23 PM",voclabs/user2333326=2a2c617a-80fe-11ed-85a1-0b0550310192,UpdateAccountPasswordPolicy,,,,us-east-1,,157.37.240.177
2b6180e9-9d09-4090-a103-95e4d537884f,"2023-03-16, 01:29:58 PM",voclabs/user2333326=2a2c617a-80fe-11ed-85a1-0b0550310192,ChangePassword,,,,us-east-1,,AWS Internal
ad13165c-7dc3-448f-9f1d-144ae7fc597d,"2023-03-16, 01:28:46 PM",root,CreateLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""voclabs/user2333326=2a2c617a-80fe-11ed-85a1-0b0550310192""}]",,us-east-1,,64.227.44.207
662025a3-535a-4403-ba79-cfff7130ab11,"2023-03-16, 01:28:45 PM",root,AttachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""voclabs/user2333326=2a2c617a-80fe-11ed-85a1-0b0550310192""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""}]",,us-east-1,,64.227.44.207
cb95afc2-2275-47f5-b755-e182726cb251,"2023-03-16, 01:28:45 PM",root,AttachUserPolicy,IAM User and 1 more,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""voclabs/user2333326=2a2c617a-80fe-11ed-85a1-0b0550310192""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",,us-east-1,,64.227.44.207
83241cec-fc7f-4c22-9784-1beadd9efe17,"2023-03-16, 01:28:44 PM",root,CreateUser,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""voclabs/user2333326=2a2c617a-80fe-11ed-85a1-0b0550310192""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDAQV43JUPCGMBB5ES55""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::047033459652:user/voclabs/user2333326=2a2c617a-80fe-11ed-85a1-0b0550310192""}]",,us-east-1,,64.227.44.207
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
